# Annotated with Bakta
# Software: v1.9.4
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NODE_29_length_72021_cov_24.305877	cds	37160	37384	+	LDPEMP_16975		DUF2164 domain-containing protein	RefSeq:WP_011345844.1, SO:0001217, UniParc:UPI00005CE4EF, UniRef:UniRef100_Q3BZI7, UniRef:UniRef50_A0A0S2E1Z1, UniRef:UniRef90_Q3BZI7
NODE_29_length_72021_cov_24.305877	cds	37450	37839	+	LDPEMP_16980		DoxX-like family protein	RefSeq:WP_011345843.1, SO:0001217, UniParc:UPI00005CE4EE, UniRef:UniRef100_A0A6B3KIU0, UniRef:UniRef50_A0A6B3KIU0, UniRef:UniRef90_A0A6B3KIU0
NODE_29_length_72021_cov_24.305877	cds	38228	39856	+	LDPEMP_16985		TldD/PmbA family protein	SO:0001217, UniRef:UniRef50_K9DHU4
NODE_29_length_72021_cov_24.305877	cds	40575	42209	+	LDPEMP_16990	tldD	Zn-dependent protease PmbA/TldA or its inactivated-like protein	COG:COG0312, COG:R, RefSeq:WP_031420524.1, SO:0001217, UniParc:UPI00031850F3, UniRef:UniRef100_A0A0G8WG20, UniRef:UniRef50_K9DHU4, UniRef:UniRef90_A0A0H2X3V8
NODE_29_length_72021_cov_24.305877	cds	42224	43558	+	LDPEMP_16995	tldD	Zn-dependent protease PmbA/TldA or its inactivated-like protein	COG:COG0312, COG:R, RefSeq:WP_008573991.1, SO:0001217, UniParc:UPI00005CE4EB, UniRef:UniRef100_A0A0G8U6U8, UniRef:UniRef50_A0A076HVW0, UniRef:UniRef90_A0A6V7B9X9
NODE_29_length_72021_cov_24.305877	cds	43663	44373	+	LDPEMP_17000		DUF4159 domain-containing protein	SO:0001217, UniParc:UPI0001FD51B5, UniRef:UniRef100_A0A7W7L0K1, UniRef:UniRef50_A0A0M1K6B4, UniRef:UniRef90_A0A7W7L0K1
NODE_29_length_72021_cov_24.305877	cds	44486	45478	+	LDPEMP_17005	moxR	MoxR-like ATPase	COG:COG0714, COG:R, RefSeq:WP_011345839.1, SO:0001217, UniParc:UPI00005CE4E9, UniRef:UniRef100_A0A6B3KME6, UniRef:UniRef50_A0A2S7BHC1, UniRef:UniRef90_A0A2S7BHC1
NODE_29_length_72021_cov_24.305877	cds	45492	46388	+	LDPEMP_17010		DUF58 domain-containing protein	RefSeq:WP_122272049.1, SO:0001217, UniParc:UPI000F006E56, UniRef:UniRef100_A0A3G2W0P3, UniRef:UniRef50_A0A087MJD8, UniRef:UniRef90_A0A1V9H0F6
NODE_29_length_72021_cov_24.305877	cds	46432	47631	+	LDPEMP_17015	batA	BatA domain-containing protein	RefSeq:WP_218559766.1, SO:0001217, UniParc:UPI001C465341, UniRef:UniRef100_UPI001C465341, UniRef:UniRef50_A0A0G8U999, UniRef:UniRef90_A0A0G8U999
NODE_29_length_72021_cov_24.305877	assembly_gap	47960	48177	.				
NODE_29_length_72021_cov_24.305877	cds	48228	50093	+	LDPEMP_17020		CHAT domain-containing protein	SO:0001217, UniRef:UniRef50_E8RN53, UniRef:UniRef90_M4TNY1
NODE_29_length_72021_cov_24.305877	assembly_gap	50882	51090	.				
NODE_29_length_72021_cov_24.305877	cds	51110	52093	+	LDPEMP_17025		carboxypeptidase regulatory-like domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001CD4DB2C
NODE_29_length_72021_cov_24.305877	cds	52353	53003	-	LDPEMP_17030		DUF938 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A828YNF2, UniRef:UniRef90_A0A828YNF2
NODE_29_length_72021_cov_24.305877	cds	53200	54018	-	LDPEMP_17035	ecsC	EcsC family protein	SO:0001217, UniParc:UPI00005CE4E3, UniRef:UniRef100_Q3BZJ9, UniRef:UniRef50_D2UGS5, UniRef:UniRef90_Q3BZJ9
NODE_29_length_72021_cov_24.305877	cds	54165	54638	+	LDPEMP_17040		SRPBCC domain-containing protein	RefSeq:WP_218559910.1, SO:0001217, UniParc:UPI001C44990D, UniRef:UniRef100_UPI001C44990D, UniRef:UniRef50_A0A0K0GFF1, UniRef:UniRef90_Q8PR55
NODE_29_length_72021_cov_24.305877	cds	54981	56471	-	LDPEMP_17045	proP	glycine betaine/L-proline transporter ProP	KEGG:K03762, RefSeq:WP_014088919.1, SO:0001217, UniParc:UPI000226637A, UniRef:UniRef100_A0A2S7E961, UniRef:UniRef50_A2W4W9, UniRef:UniRef90_W4SNT1
NODE_29_length_72021_cov_24.305877	cds	57004	57333	-	LDPEMP_17050		Thioredoxin family protein	RefSeq:WP_008577855.1, SO:0001217, UniParc:UPI0001FD67E9, UniRef:UniRef100_A0A0G9DCT8, UniRef:UniRef50_H8FI41, UniRef:UniRef90_H8FI41
NODE_29_length_72021_cov_24.305877	cds	57354	57752	-	LDPEMP_17055		Protein required for attachment to host cells	COG:COG5622, COG:M, RefSeq:WP_008577854.1, SO:0001217, UniParc:UPI00005CE4DF, UniRef:UniRef100_A0A6B3KME4, UniRef:UniRef50_A0A7V8FIU3, UniRef:UniRef90_D4T2K3
NODE_29_length_72021_cov_24.305877	cds	58136	60382	-	LDPEMP_17060		(pseudo) Peptidase-M48 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0U5FJA1, UniRef:UniRef90_A0A0U5FJA1
NODE_29_length_72021_cov_24.305877	cds	60395	61249	-	LDPEMP_17065		(pseudo) M48 family metallopeptidase	SO:0001217, UniRef:UniRef50_D4T228, UniRef:UniRef90_UPI001027EA92
NODE_29_length_72021_cov_24.305877	cds	61225	61839	-	LDPEMP_17070		Peptidase-M48 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U4NDJ5
NODE_29_length_72021_cov_24.305877	cds	62123	62566	-	LDPEMP_17075	yjhB	ADP-ribose pyrophosphatase YjhB, NUDIX family	COG:COG1051, COG:F, RefSeq:WP_057682005.1, SO:0001217, UniParc:UPI0006E4CA35, UniRef:UniRef100_UPI0006E4CA35, UniRef:UniRef50_B0RLP7, UniRef:UniRef90_A0A0G8YSI9
NODE_29_length_72021_cov_24.305877	cds	62824	63480	+	LDPEMP_17080		NAD(P)-bd-dom domain-containing protein	RefSeq:WP_011345828.1, SO:0001217, UniParc:UPI00005CE4DC, UniRef:UniRef100_A0A6B3KNU9, UniRef:UniRef50_A0A168FGU9, UniRef:UniRef90_D4T230
NODE_29_length_72021_cov_24.305877	cds	63590	64282	+	LDPEMP_17085		Neutral metalloproteinase	SO:0001217, UniRef:UniRef50_A0A4U9HP17
NODE_29_length_72021_cov_24.305877	cds	64282	64665	+	LDPEMP_17090		Metalloprotease	SO:0001217, UniRef:UniRef50_A0A1C3NKC7
NODE_29_length_72021_cov_24.305877	cds	64662	64973	+	LDPEMP_17095		Cyclic nucleotide-binding domain-containing protein	RefSeq:WP_218559911.1, SO:0001217, UniParc:UPI001C449ABE, UniRef:UniRef100_UPI001C449ABE, UniRef:UniRef50_Q5H6W9, UniRef:UniRef90_Q5H6W9
NODE_29_length_72021_cov_24.305877	ncRNA	65055	65164	-	LDPEMP_17100	sX2	Xanthomonas sRNA sX2	RFAM:RF02222, SO:0000655
NODE_29_length_72021_cov_24.305877	cds	65274	65657	-	LDPEMP_17105		SRPBCC domain-containing protein	SO:0001217, UniRef:UniRef50_I0HNP7, UniRef:UniRef90_UPI001E30345F
NODE_29_length_72021_cov_24.305877	cds	65961	67136	+	LDPEMP_17110		HDOD domain-containing protein	RefSeq:WP_127172229.1, SO:0001217, UniParc:UPI000F8E7FAC, UniRef:UniRef100_UPI000F8E7FAC, UniRef:UniRef50_A0A1C3NKF8, UniRef:UniRef90_A0A0G9B3R3
NODE_29_length_72021_cov_24.305877	cds	67373	67561	+	LDPEMP_17115	yjbJ	UPF0337 protein XAC0100	COG:COG3237, COG:S, RefSeq:WP_008575250.1, SO:0001217, UniParc:UPI00005CE4D8, UniRef:UniRef100_A0A0G8XLP2, UniRef:UniRef50_Q8PEB1, UniRef:UniRef90_Q8PR66
NODE_29_length_72021_cov_24.305877	cds	68108	68395	+	LDPEMP_17120		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0001FD5D2A, UniRef:UniRef90_UPI0001FD5D2A
NODE_29_length_72021_cov_24.305877	cds	68506	69153	+	LDPEMP_17125		Lipoprotein	RefSeq:WP_228729097.1, SO:0001217, UniParc:UPI001E520B7A, UniRef:UniRef100_UPI001E520B7A, UniRef:UniRef50_A0A0G8U471, UniRef:UniRef90_A0A0G8U471
NODE_29_length_72021_cov_24.305877	cds	69271	69909	+	LDPEMP_17130		Lipoprotein	RefSeq:WP_031420504.1, SO:0001217, UniParc:UPI0004DEF527, UniRef:UniRef100_A0A0G8ZQI5, UniRef:UniRef50_V7Z9K0, UniRef:UniRef90_Q8PR69
NODE_29_length_72021_cov_24.305877	cds	70563	71819	+	LDPEMP_17135		hypothetical protein	PFAM:PF20410.1, SO:0001217, UniRef:UniRef50_A0A1V9HI41, UniRef:UniRef90_UPI001E4D159E
NODE_30_length_69962_cov_22.505445	tRNA	455	547	-	LDPEMP_17140	trnS	tRNA-Ser(gga)	SO:0000269
NODE_30_length_69962_cov_22.505445	cds	683	2755	+	LDPEMP_17145	dnaX	DNA polymerase III subunit gamma/tau	COG:COG2812, COG:L, RefSeq:WP_218534118.1, SO:0001217, UniParc:UPI001C45E8A5, UniRef:UniRef100_UPI001C45E8A5, UniRef:UniRef50_A0A7G7PXU7, UniRef:UniRef90_A0A0M1KNE1
NODE_30_length_69962_cov_22.505445	cds	2762	3082	+	LDPEMP_17150	ybaB	YbaB/EbfC family nucleoid-associated protein	COG:COG0718, COG:K, GO:0003677, GO:0005737, GO:0043590, KEGG:K09747, RefSeq:WP_005913896.1, SO:0001217, UniParc:UPI000013A1C5, UniRef:UniRef100_Q8PNG1, UniRef:UniRef50_Q8PBW5, UniRef:UniRef90_Q8PBW5
NODE_30_length_69962_cov_22.505445	cds	3180	3773	+	LDPEMP_17155	recR	recombination mediator RecR	COG:COG0353, COG:L, GO:0003677, GO:0006281, GO:0006310, GO:0046872, RefSeq:WP_218559628.1, SO:0001217, UniParc:UPI001C47F967, UniRef:UniRef100_UPI001C47F967, UniRef:UniRef50_Q9PCH1, UniRef:UniRef90_Q3BWK3
NODE_30_length_69962_cov_22.505445	cds	3867	4217	+	LDPEMP_17160	hinT	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family	COG:COG0537, COG:FR, RefSeq:WP_008571618.1, SO:0001217, UniParc:UPI00005CE893, UniRef:UniRef100_A0A6B3KN83, UniRef:UniRef50_A0A0U5G5V5, UniRef:UniRef90_A0A0U5G5V5
NODE_30_length_69962_cov_22.505445	cds	4333	4866	-	LDPEMP_17165	slp	Starvation-inducible outer membrane lipoprotein Slp	COG:COG3065, COG:M, RefSeq:WP_011346624.1, SO:0001217, UniParc:UPI00005CE894, UniRef:UniRef100_A0A6B3KJZ0, UniRef:UniRef50_A0A4Q1JRJ9, UniRef:UniRef90_A0A1D9ELN0
NODE_30_length_69962_cov_22.505445	cds	4863	6815	-	LDPEMP_17170	yebA	Transglutaminase-like enzyme, putative cysteine protease	COG:COG1305, COG:O, RefSeq:WP_218559627.1, SO:0001217, UniParc:UPI001C47B859, UniRef:UniRef100_UPI001C47B859, UniRef:UniRef50_A0A6V7D3D9, UniRef:UniRef90_A0A6V7D3D9
NODE_30_length_69962_cov_22.505445	cds	6808	7764	-	LDPEMP_17175	yeaD2	Uncharacterized conserved protein, DUF58 family, contains vWF domain	COG:COG1721, COG:S, SO:0001217, UniRef:UniRef50_B2I5A2, UniRef:UniRef90_V7ZFI0
NODE_30_length_69962_cov_22.505445	cds	7769	8722	-	LDPEMP_17180	moxR	MoxR-like ATPase	COG:COG0714, COG:R, RefSeq:WP_031421433.1, SO:0001217, UniParc:UPI0002EB28E6, UniRef:UniRef100_Q3BWJ8, UniRef:UniRef50_A0A8B7PTF8, UniRef:UniRef90_A0A2S6YPF7
NODE_30_length_69962_cov_22.505445	cds	8760	10631	+	LDPEMP_17185		PMT-2 domain-containing protein	RefSeq:WP_218559625.1, SO:0001217, UniParc:UPI001C47C37A, UniRef:UniRef100_UPI001C47C37A, UniRef:UniRef50_E6WUS2, UniRef:UniRef90_Q8PNF4
NODE_30_length_69962_cov_22.505445	cds	10756	12573	+	LDPEMP_17190		PMT-2 domain-containing protein	RefSeq:WP_087944186.1, SO:0001217, UniParc:UPI00030A1E3A, UniRef:UniRef100_A0A2S7EJA7, UniRef:UniRef50_A0A7W9JS96, UniRef:UniRef90_A0A0G9DE19
NODE_30_length_69962_cov_22.505445	cds	12678	13103	-	LDPEMP_17195		Maf family nucleotide pyrophosphatase	EC:3.6.1.-, KEGG:K25422, SO:0001217, UniRef:UniRef50_A0A346N0P5, UniRef:UniRef90_UPI001F3AAD64
NODE_30_length_69962_cov_22.505445	cds	13403	13873	+	LDPEMP_17200	yceD	Large ribosomal RNA subunit accumulation protein YceD	SO:0001217, UniRef:UniRef50_A0A0S2FDV2
NODE_30_length_69962_cov_22.505445	cds	13971	14165	+	LDPEMP_17205	rpmF	50S ribosomal protein L32	COG:COG0333, COG:J, GO:0003735, GO:0006412, GO:0015934, RefSeq:WP_003483870.1, SO:0001217, UniParc:UPI0000133F79, UniRef:UniRef100_Q8PNE9, UniRef:UniRef50_Q1ICZ0, UniRef:UniRef90_Q8PNE9
NODE_30_length_69962_cov_22.505445	cds	14256	15233	+	LDPEMP_17210	fabH	Beta-ketoacyl-[acyl-carrier-protein] synthase III	COG:COG0332, COG:I, EC:2.3.1.180, GO:0004315, GO:0005737, GO:0006633, GO:0033818, RefSeq:WP_057681017.1, SO:0001217, UniParc:UPI0006E5DE4F, UniRef:UniRef100_UPI0006E5DE4F, UniRef:UniRef50_Q4URQ0, UniRef:UniRef90_Q4URQ0
NODE_30_length_69962_cov_22.505445	cds	15481	15921	+	LDPEMP_17215		MEKHLA domain-containing protein	RefSeq:WP_057681016.1, SO:0001217, UniParc:UPI0006E6D996, UniRef:UniRef100_UPI0006E6D996, UniRef:UniRef50_W6RPE0, UniRef:UniRef90_D4T861
NODE_30_length_69962_cov_22.505445	cds	16210	17154	+	LDPEMP_17220	fabD	ACP S-malonyltransferase	COG:COG0331, COG:I, SO:0001217, UniRef:UniRef50_E1SJN9, UniRef:UniRef90_A0A6V7D3T1
NODE_30_length_69962_cov_22.505445	cds	17237	17980	+	LDPEMP_17225	fabG	3-oxoacyl-ACP reductase FabG	COG:COG1028, COG:I, RefSeq:WP_218559623.1, SO:0001217, UniParc:UPI001C4780A0, UniRef:UniRef100_UPI001C4780A0, UniRef:UniRef50_A0A5E7EI60, UniRef:UniRef90_A0A381M190
NODE_30_length_69962_cov_22.505445	cds	18185	18424	+	LDPEMP_17230	acpP	acyl carrier protein	GO:0000036, GO:0005737, RefSeq:WP_002814322.1, SO:0001217, UniParc:UPI000016622C, UniRef:UniRef100_P63446, UniRef:UniRef50_P63446, UniRef:UniRef90_P63446
NODE_30_length_69962_cov_22.505445	cds	18566	19801	+	LDPEMP_17235	fabF	beta-ketoacyl-ACP synthase II	COG:COG0304, COG:IQ, RefSeq:WP_011346636.1, SO:0001217, UniParc:UPI00005CE8A1, UniRef:UniRef100_A0A6B3KP32, UniRef:UniRef50_A0A4P6VV90, UniRef:UniRef90_A0A6V7E8T6
NODE_30_length_69962_cov_22.505445	cds	19969	21324	+	LDPEMP_17240	pabB	aminodeoxychorismate synthase component I	COG:COG0147, COG:EH, RefSeq:WP_218559622.1, SO:0001217, UniParc:UPI001C47E86C, UniRef:UniRef100_UPI001C47E86C, UniRef:UniRef50_A0A7K4EU01, UniRef:UniRef90_A0A0A6TPZ7
NODE_30_length_69962_cov_22.505445	cds	21391	22458	+	LDPEMP_17245	mltG	Endolytic transglycosylase MltG, terminates peptidoglycan polymerization	COG:COG1559, COG:M, KEGG:K07082, SO:0001217, UniRef:UniRef50_A0A0U5BRK1, UniRef:UniRef90_A0A0U5BRK1
NODE_30_length_69962_cov_22.505445	cds	22455	23414	+	LDPEMP_17250	holB	DNA polymerase III subunit delta'	COG:COG0470, COG:L, RefSeq:WP_029818829.1, SO:0001217, UniParc:UPI0004A37E70, UniRef:UniRef100_UPI0004A37E70, UniRef:UniRef50_A0A5C7XH77, UniRef:UniRef90_A0A0U5BQV8
NODE_30_length_69962_cov_22.505445	cds	23411	23764	+	LDPEMP_17255	pilZ	Type IV pilus assembly protein PilZ	COG:COG3215, COG:NW, KEGG:K02676, RefSeq:WP_003483889.1, SO:0001217, UniParc:UPI00000D7CEF, UniRef:UniRef100_A0A6B3KNG0, UniRef:UniRef50_A0A091BSZ8, UniRef:UniRef90_A0A5C2EXH6
NODE_30_length_69962_cov_22.505445	tRNA	23929	24003	+	LDPEMP_17260	trnV	tRNA-Val(cac)	SO:0000273
NODE_30_length_69962_cov_22.505445	cds	24081	24512	+	LDPEMP_17265		(pseudo) HEPN-Swt1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V9H6V3, UniRef:UniRef90_A0A1V9H6V3
NODE_30_length_69962_cov_22.505445	cds	24851	25177	+	LDPEMP_17270		Lipoprotein	RefSeq:WP_008571594.1, SO:0001217, UniParc:UPI00005CE8A6, UniRef:UniRef100_A0A6B3KPK7, UniRef:UniRef50_G7TGH8, UniRef:UniRef90_A0A6B3KPK7
NODE_30_length_69962_cov_22.505445	cds	25405	27054	-	LDPEMP_17275	prpR	propionate catabolism operon regulatory protein PrpR	COG:COG3829, COG:KT, KEGG:K02688, RefSeq:WP_218559620.1, SO:0001217, UniParc:UPI001C462FC8, UniRef:UniRef100_UPI001C462FC8, UniRef:UniRef50_A0A5C7VDW8, UniRef:UniRef90_A0A0K0GPB6
NODE_30_length_69962_cov_22.505445	cds	27153	28049	+	LDPEMP_17280	prpB	methylisocitrate lyase	COG:COG2513, COG:G, EC:4.1.3.30, KEGG:K03417, RefSeq:WP_031421450.1, SO:0001217, UniParc:UPI0004DF5DBF, UniRef:UniRef100_UPI0004DF5DBF, UniRef:UniRef50_Q56062, UniRef:UniRef90_D2UBZ1
NODE_30_length_69962_cov_22.505445	cds	28124	29278	+	LDPEMP_17285	prpC	2-methylcitrate synthase	COG:C, COG:COG0372, EC:2.3.3.5, KEGG:K01659, RefSeq:WP_008571591.1, SO:0001217, UniParc:UPI0001FD40EB, UniRef:UniRef100_A0A0G9DDP9, UniRef:UniRef50_Q56063, UniRef:UniRef90_A0A6V7D408
NODE_30_length_69962_cov_22.505445	cds	29439	32033	+	LDPEMP_17290	acnD	Fe/S-dependent 2-methylisocitrate dehydratase AcnD	COG:C, COG:COG1048, RefSeq:WP_218559619.1, SO:0001217, UniParc:UPI001C48D895, UniRef:UniRef100_UPI001C48D895, UniRef:UniRef50_A0A246JEE4, UniRef:UniRef90_A0A0U5FAT8
NODE_30_length_69962_cov_22.505445	cds	32043	32600	+	LDPEMP_17295		2'-5' RNA ligase family protein	RefSeq:WP_218559618.1, SO:0001217, UniParc:UPI001C47D846, UniRef:UniRef100_UPI001C47D846, UniRef:UniRef50_A0A381LMF1, UniRef:UniRef90_A0A0G8YF39
NODE_30_length_69962_cov_22.505445	cds	32714	33913	+	LDPEMP_17300	prpF	2-methylaconitate cis-trans isomerase PrpF	COG:C, COG:COG2828, RefSeq:WP_218501734.1, SO:0001217, UniParc:UPI001C473B16, UniRef:UniRef100_UPI001C473B16, UniRef:UniRef50_Q8EJW4, UniRef:UniRef90_D4T2J8
NODE_30_length_69962_cov_22.505445	cds	34426	36642	+	LDPEMP_17305	cirA	Outer membrane receptor protein, Fe transport	COG:COG1629, COG:P, RefSeq:WP_218559617.1, SO:0001217, UniParc:UPI001C441161, UniRef:UniRef100_UPI001C441161, UniRef:UniRef50_A0A6M4H759, UniRef:UniRef90_W4SLS2
NODE_30_length_69962_cov_22.505445	cds	36720	37724	+	LDPEMP_17310		Inosine-uridine preferring nucleoside hydrolase (Modular protein)	RefSeq:WP_218532961.1, SO:0001217, UniParc:UPI001C4656AC, UniRef:UniRef100_UPI001C4656AC, UniRef:UniRef50_G0AHL5, UniRef:UniRef90_A0A7Z7J4H7
NODE_30_length_69962_cov_22.505445	cds	38221	43077	+	LDPEMP_17315	yfaS	Uncharacterized conserved protein YfaS, alpha-2-macroglobulin family	COG:COG2373, COG:R, SO:0001217, UniRef:UniRef50_Q9PDX7, UniRef:UniRef90_Q3BWG8
NODE_30_length_69962_cov_22.505445	cds	43189	43830	-	LDPEMP_17320		hypothetical protein	
NODE_30_length_69962_cov_22.505445	cds	43849	46404	+	LDPEMP_17325	fepA	Outer membrane receptor for ferrienterochelin and colicins	COG:COG4771, COG:P, SO:0001217, UniRef:UniRef50_A0A0U5FEK8, UniRef:UniRef90_G0CG27
NODE_30_length_69962_cov_22.505445	cds	46547	47494	+	LDPEMP_17330	ugpQ	Glycerophosphoryl diester phosphodiesterase	COG:COG0584, COG:I, RefSeq:WP_218559615.1, SO:0001217, UniParc:UPI001C48035E, UniRef:UniRef100_UPI001C48035E, UniRef:UniRef50_A0A8D6UTD6, UniRef:UniRef90_A0A7W7P8N4
NODE_30_length_69962_cov_22.505445	cds	47913	50303	+	LDPEMP_17335	pbpC	penicillin-binding protein 1C	COG:COG4953, COG:M, RefSeq:WP_218559614.1, SO:0001217, UniParc:UPI001C481753, UniRef:UniRef100_UPI001C481753, UniRef:UniRef50_Q3BWG4, UniRef:UniRef90_Q3BWG4
NODE_30_length_69962_cov_22.505445	cds	50651	51211	-	LDPEMP_17340	bfr	Bacterioferritin (cytochrome b1)	COG:COG2193, COG:P, RefSeq:WP_008571580.1, SO:0001217, UniParc:UPI00005CE8B5, UniRef:UniRef100_A0A6B3KMB1, UniRef:UniRef50_A0A1V3P3G5, UniRef:UniRef90_A0A2S6YPI9
NODE_30_length_69962_cov_22.505445	cds	51252	51734	-	LDPEMP_17345	aHP1	Peroxiredoxin	COG:COG0678, COG:O, RefSeq:WP_031421467.1, SO:0001217, UniParc:UPI0004DFCE1B, UniRef:UniRef100_A0A1S1XHZ4, UniRef:UniRef50_Q5H4F9, UniRef:UniRef90_A0A1Y6H4E3
NODE_30_length_69962_cov_22.505445	cds	51897	52373	+	LDPEMP_17350	ibpA	Small heat shock protein IbpA, HSP20 family	COG:COG0071, COG:O, RefSeq:WP_008571577.1, SO:0001217, UniParc:UPI00005CE8B8, UniRef:UniRef100_A0A6B3KL10, UniRef:UniRef50_A0A0U5FCD7, UniRef:UniRef90_A0A0U5FCD7
NODE_30_length_69962_cov_22.505445	cds	52787	53686	+	LDPEMP_17355	dnaJ	DnaJ-class molecular chaperone with C-terminal Zn finger domain	COG:COG0484, COG:O, RefSeq:WP_218559613.1, SO:0001217, UniParc:UPI001C44A083, UniRef:UniRef100_UPI001C44A083, UniRef:UniRef50_A0A0U5FE82, UniRef:UniRef90_A0A0U5FE82
NODE_30_length_69962_cov_22.505445	cds	54185	54571	+	LDPEMP_17360	pilH	twitching motility response regulator PilH	BlastRules:WP_003084587, BlastRules:WP_008283762, BlastRules:WP_011036249, BlastRules:WP_014704326, COG:COG0745, COG:TK, RefSeq:WP_008578169.1, SO:0001217, UniParc:UPI00005CE8BA, UniRef:UniRef100_A0A6B3KPA8, UniRef:UniRef50_A0A426WDF4, UniRef:UniRef90_V7ZFA1
NODE_30_length_69962_cov_22.505445	cds	55259	56386	+	LDPEMP_17365	hflK	FtsH protease activity modulator HflK	COG:COG0330, COG:O, RefSeq:WP_218559612.1, SO:0001217, UniParc:UPI001C492375, UniRef:UniRef100_UPI001C492375, UniRef:UniRef50_A0A7H0FVJ4, UniRef:UniRef90_A0A0U5FAM6
NODE_30_length_69962_cov_22.505445	cds	56386	57249	+	LDPEMP_17370	hflC	protease modulator HflC	COG:COG0330, COG:O, RefSeq:WP_008578171.1, SO:0001217, UniParc:UPI00005CE8BC, UniRef:UniRef100_A0A0G8WB40, UniRef:UniRef50_A0A0K2ZAP7, UniRef:UniRef90_A0A0U5F9X3
NODE_30_length_69962_cov_22.505445	cds	57774	59066	+	LDPEMP_17375	purA	adenylosuccinate synthase	COG:COG0104, COG:F, EC:6.3.4.4, GO:0000287, GO:0004019, GO:0005525, GO:0005737, GO:0044208, RefSeq:WP_005913957.1, SO:0001217, UniParc:UPI0000132B18, UniRef:UniRef100_Q8PNB5, UniRef:UniRef50_P40607, UniRef:UniRef90_B4SS80
NODE_30_length_69962_cov_22.505445	cds	59441	59995	+	LDPEMP_17380		hypothetical protein	PFAM:PF17900.4
NODE_30_length_69962_cov_22.505445	cds	60035	62113	+	LDPEMP_17385		(pseudo) Aminopeptidase	SO:0001217, UniRef:UniRef50_Q8PBR5, UniRef:UniRef90_Q5H4F1
NODE_30_length_69962_cov_22.505445	cds	62836	63549	-	LDPEMP_17390	bdcA	SDR family oxidoreductase	COG:COG1028, COG:I, RefSeq:WP_057681005.1, SO:0001217, UniParc:UPI0006E66E92, UniRef:UniRef100_UPI0006E66E92, UniRef:UniRef50_P39333, UniRef:UniRef90_H8FCP7
NODE_30_length_69962_cov_22.505445	cds	63621	64211	+	LDPEMP_17395	acrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	COG:COG1309, COG:K, RefSeq:WP_218559611.1, SO:0001217, UniParc:UPI001C48D0BB, UniRef:UniRef100_UPI001C48D0BB, UniRef:UniRef50_Q8PBR1, UniRef:UniRef90_Q8PBR1
NODE_30_length_69962_cov_22.505445	cds	64699	65616	+	LDPEMP_17400		Lipoprotein	SO:0001217, UniRef:UniRef50_H8FCP9, UniRef:UniRef90_A0A5P3KJ53
NODE_30_length_69962_cov_22.505445	cds	65640	67307	+	LDPEMP_17405		DUF6696 domain-containing protein	SO:0001217, UniRef:UniRef50_Q3BWE7, UniRef:UniRef90_A0A0H2XA55
NODE_30_length_69962_cov_22.505445	cds	67435	67965	+	LDPEMP_17410	marR	MarR family transcriptional regulator	RefSeq:WP_082339449.1, SO:0001217, UniParc:UPI0009CE0960, UniRef:UniRef100_UPI0009CE0960, UniRef:UniRef50_G7UT19, UniRef:UniRef90_A0A0B2CE99
NODE_30_length_69962_cov_22.505445	cds	67955	68641	+	LDPEMP_17415		Nucleotidyl transferase AbiEii toxin, Type IV TA system	RefSeq:WP_228736564.1, SO:0001217, UniParc:UPI001E312647, UniRef:UniRef100_UPI001E312647, UniRef:UniRef50_Q8PBQ5, UniRef:UniRef90_Q8PBQ5
NODE_30_length_69962_cov_22.505445	cds	68737	69000	+	LDPEMP_17420		Prevent-host-death protein	RefSeq:WP_218195427.1, SO:0001217, UniParc:UPI001C48B9EC, UniRef:UniRef100_UPI001C48B9EC, UniRef:UniRef50_D6CS31, UniRef:UniRef90_A0A3E1KE47
NODE_30_length_69962_cov_22.505445	cds	69007	69315	+	LDPEMP_17425		Type II toxin-antitoxin system RelE/ParE family toxin	SO:0001217, UniRef:UniRef50_Q8PBQ3, UniRef:UniRef90_A0A0H2XBS5
NODE_31_length_60506_cov_24.614755	cds	387	785	-	LDPEMP_17430	gtrA	GtrA domain-containing protein	RefSeq:WP_218559631.1, SO:0001217, UniParc:UPI001C482437, UniRef:UniRef100_UPI001C482437, UniRef:UniRef50_D4T4L8, UniRef:UniRef90_D4T4L8
NODE_31_length_60506_cov_24.614755	cds	782	2077	-	LDPEMP_17435		Amino-oxidase domain-containing protein	RefSeq:WP_218559632.1, SO:0001217, UniParc:UPI001C47B522, UniRef:UniRef100_UPI001C47B522, UniRef:UniRef50_M5CI42, UniRef:UniRef90_A0A1C3NFX5
